po_item_id,po_id,product_id,quantity_ordered,quantity_received,unit_cost
5521,1879,43,7450,7184,8.39
5522,1880,44,295,288,16.76
5523,1881,59,2375,2276,212.9
5524,1881,78,1075,1044,5.83
5525,1882,7,20100,20066,16.91
5526,1882,135,19600,19199,25.65
5527,1883,184,341,339,98.43
5528,1883,127,9050,8799,14.95
5529,1883,66,570,543,531.48
5530,1884,110,13500,13397,211.14
5531,1884,4,3880,3713,22.61
5532,1884,13,159,154,85.04
5533,1885,30,4690,4667,16.42
5534,1885,14,4820,4620,388.27
5535,1885,68,950,922,53.54
5536,1885,43,12000,11495,8.54
5537,1885,106,19500,19167,25.93
5538,1886,45,24250,24166,10.96
5539,1886,141,329,328,51.44
5540,1886,58,459,437,8.93
5541,1887,70,409,403,24.81
5542,1887,97,342,333,37.76
5543,1887,197,3080,3062,24.06
5544,1888,71,125,124,157.66
5545,1888,79,460,459,12.88
5546,1888,127,1525,1504,16.22
5547,1888,172,16250,15846,53.58
5548,1888,102,350,349,25.47
5549,1889,99,11675,11570,87.83
5550,1889,5,2150,2146,44.67
5551,1889,162,6350,6316,7.57
5552,1889,131,205,200,22.97
5553,1889,92,132,130,15.46
5554,1890,138,3170,3092,490.35
5555,1890,7,8450,8268,14.89
5556,1890,83,6875,6865,28.97
5557,1890,85,1205,1171,11.5
5558,1891,84,690,657,14.18
5559,1892,13,326,310,85.04
5560,1893,124,7300,7178,35.6
5561,1893,127,11850,11756,14.95
5562,1893,26,481,461,478.02
5563,1893,141,338,322,50.2
5564,1894,85,480,474,11.5
5565,1894,59,1960,1870,212.9
5566,1894,137,130,126,26.52
5567,1894,94,305,300,21.45
5568,1894,11,17600,16957,17.22
5569,1895,90,8400,8359,380.71
5570,1895,81,1270,1235,78.5
5571,1896,148,19650,19581,11.11
5572,1896,184,294,289,95.88
5573,1896,113,75,72,24.45
5574,1896,67,3510,3396,40.12
5575,1897,149,4540,4333,375.72
5576,1898,134,107,103,9.22
5577,1898,55,720,701,23.82
5578,1898,28,332,326,441.03
5579,1898,66,1400,1364,496.9
5580,1898,96,19750,19645,8.93
5581,1899,135,8200,7926,25.65
5582,1899,150,243,235,23.84
5583,1899,120,2240,2232,86.74
5584,1899,74,3470,3434,394.06
5585,1899,180,2310,2270,7.28
5586,1900,134,199,195,9.22
5587,1900,133,1795,1788,10.72
5588,1900,163,20450,20081,21.82
5589,1900,28,477,467,441.03
5590,1901,176,177,174,15.46
5591,1901,152,363,352,27.02
5592,1901,179,4650,4522,10.65
5593,1901,36,5225,5003,22.15
5594,1902,109,3200,3129,28.45
5595,1902,145,510,494,19.59
5596,1902,157,1310,1308,56.39
5597,1902,153,5800,5678,25.91
5598,1903,28,372,360,394.63
5599,1903,18,8175,7989,65.27
5600,1904,96,9300,9083,8.93
5601,1904,173,3220,3171,14.19
5602,1904,131,166,162,23.01
5603,1904,186,12500,12147,135.85
5604,1904,66,1820,1764,496.9
5605,1905,65,1385,1357,68.45
5606,1905,146,84,81,225.48
5607,1906,147,950,916,16.96
5608,1906,58,159,158,9.49
5609,1906,9,1070,1047,29.28
5610,1906,17,21850,21843,47.49
5611,1906,5,4425,4282,44.67
5612,1907,73,2335,2237,219.79
5613,1907,116,4700,4670,221.24
5614,1907,48,2075,2013,299.5
5615,1907,61,169,162,23.36
5616,1907,157,4180,4056,55.17
5617,1908,185,725,724,13.59
5618,1909,159,334,325,22.01
5619,1909,172,12750,12324,52.18
5620,1909,40,11850,11672,62.61
5621,1910,127,4800,4740,16.22
5622,1910,102,303,290,25.47
5623,1911,169,495,480,8.92
5624,1912,103,10150,9789,24.0
5625,1913,138,2630,2551,490.35
5626,1914,69,7425,7386,55.48
5627,1914,131,432,411,23.83
5628,1914,118,1570,1501,19.81
5629,1914,51,182,178,9.78
5630,1915,189,3720,3541,60.14
5631,1915,102,327,326,25.47
5632,1915,115,4230,4019,15.37
5633,1915,107,2550,2481,15.47
5634,1915,14,3320,3178,388.27
5635,1916,115,2760,2659,15.37
5636,1916,14,3140,3116,388.27
5637,1916,188,2575,2547,96.1
5638,1917,56,251,246,40.05
5639,1917,79,925,903,12.88
5640,1917,106,18250,17942,25.93
5641,1918,110,20350,20324,185.68
5642,1918,144,6300,6204,32.48
5643,1918,96,16550,16086,8.93
5644,1918,28,309,299,441.03
5645,1918,88,5225,5143,27.72
5646,1919,37,2240,2193,221.02
5647,1920,71,113,110,174.49
5648,1921,20,395,391,303.13
5649,1921,39,2245,2186,11.0
5650,1921,84,1170,1125,14.64
5651,1921,26,245,243,478.02
5652,1921,44,72,69,16.76
5653,1922,181,450,437,94.69
5654,1923,30,4760,4663,14.99
5655,1924,78,780,757,5.83
5656,1924,94,177,171,21.45
5657,1924,18,10325,10143,63.78
5658,1924,83,2525,2463,28.97
5659,1924,138,1830,1768,490.35
5660,1925,73,1220,1188,219.79
5661,1925,12,1875,1783,18.32
5662,1925,37,3850,3782,199.68
5663,1925,28,204,202,394.63
5664,1925,116,2020,1972,221.24
5665,1926,37,1410,1342,199.68
5666,1926,165,242,241,16.44
5667,1926,119,3990,3963,310.42
5668,1926,181,2260,2249,103.72
5669,1926,61,491,480,23.36
5670,1927,177,304,295,5.39
5671,1927,67,2170,2147,45.54
5672,1927,34,920,881,70.78
5673,1927,82,23450,23204,12.61
5674,1928,82,13300,13210,12.61
5675,1928,107,3000,2963,16.56
5676,1928,153,5600,5470,25.0
5677,1929,64,2800,2769,15.3
5678,1930,18,3700,3659,63.78
5679,1930,148,23100,22647,10.62
5680,1930,120,1335,1276,76.0
5681,1931,74,4590,4453,343.8
5682,1931,186,6125,6058,141.66
5683,1931,38,12175,11951,18.93
5684,1932,198,10200,9837,9.66
5685,1932,193,1050,1018,14.01
5686,1932,156,5525,5415,369.62
5687,1932,150,227,218,23.68
5688,1933,44,405,403,18.62
5689,1934,172,24400,23407,53.58
5690,1934,106,6950,6655,25.93
5691,1934,30,1420,1417,16.42
5692,1934,102,458,445,25.47
5693,1935,39,1930,1879,10.86
5694,1935,102,255,243,26.84
5695,1935,185,1055,1034,13.59
5696,1935,88,6225,5922,29.64
5697,1936,104,193,190,15.65
5698,1937,84,1200,1194,14.18
5699,1938,89,16150,15985,13.05
5700,1938,67,3770,3654,45.54
5701,1938,166,4000,3801,45.21
5702,1938,34,1620,1540,70.78
5703,1938,177,292,285,5.39
5704,1939,106,16800,16067,28.48
5705,1939,142,24850,23705,9.98
5706,1939,49,345,338,31.14
5707,1939,54,233,226,25.82
5708,1940,144,6950,6649,31.16
5709,1941,20,2430,2328,303.13
5710,1941,39,2325,2258,11.0
5711,1941,127,3125,3082,14.95
5712,1941,147,1340,1276,17.21
5713,1942,187,4175,4119,10.32
5714,1942,47,14750,14264,12.54
5715,1942,49,270,261,31.14
5716,1942,87,17550,17312,206.15
5717,1942,168,24650,24345,259.48
5718,1943,36,8325,8054,19.39
5719,1944,101,9250,9225,51.72
5720,1944,33,6950,6710,9.8
5721,1945,37,3350,3298,221.02
5722,1946,93,24950,24018,37.58
5723,1946,144,11450,11308,31.61
5724,1947,41,330,324,28.84
5725,1947,128,6725,6474,10.48
5726,1947,198,9600,9296,10.61
5727,1948,85,2140,2048,11.09
5728,1948,81,1500,1488,78.5
5729,1948,159,89,85,22.01
5730,1948,125,745,713,112.63
5731,1949,95,4440,4337,399.4
5732,1949,179,11025,10879,10.65
5733,1949,105,7525,7405,28.86
5734,1949,107,3670,3621,14.69
5735,1950,88,11150,10814,27.72
5736,1950,134,155,149,9.22
5737,1950,96,10000,9822,8.93
5738,1950,186,9925,9797,135.85
5739,1951,38,1625,1559,18.7
5740,1951,3,11900,11635,251.97
5741,1951,143,12200,12007,72.91
5742,1951,24,4690,4472,96.11
5743,1952,79,2075,1972,12.62
5744,1952,197,3270,3116,22.84
5745,1952,26,483,460,540.82
5746,1952,16,2255,2185,31.3
5747,1953,1,180,173,12.43
5748,1953,92,375,359,15.27
5749,1954,56,216,212,35.19
5750,1954,68,3070,3043,50.9
5751,1954,170,930,912,8.21
5752,1954,69,4175,4035,52.52
5753,1955,198,1400,1332,9.66
5754,1955,86,491,483,98.88
5755,1956,178,85,83,138.53
5756,1957,26,292,284,478.02
5757,1957,39,1565,1557,11.0
5758,1957,44,481,467,16.76
5759,1957,124,3450,3325,35.6
5760,1958,91,1830,1762,14.36
5761,1958,156,1925,1908,369.62
5762,1958,86,157,155,98.88
5763,1959,67,830,808,41.03
5764,1959,82,18350,17632,13.19
5765,1959,189,4100,4055,60.32
5766,1960,87,18900,18603,206.15
5767,1961,84,1895,1856,14.64
5768,1961,141,125,122,50.2
5769,1961,39,1535,1497,11.0
5770,1962,144,10650,10323,31.16
5771,1962,145,1840,1800,20.04
5772,1962,164,1335,1334,17.87
5773,1963,184,447,428,98.43
5774,1963,127,11025,10854,14.95
5775,1963,99,2025,1954,81.94
5776,1963,104,211,205,13.8
5777,1963,193,4090,3912,13.99
5778,1964,177,190,188,5.39
5779,1964,69,9950,9520,58.25
5780,1964,152,242,232,29.73
5781,1964,22,2320,2214,82.63
5782,1965,173,4130,3975,14.19
5783,1965,43,4675,4472,8.7
5784,1965,26,154,152,479.94
5785,1965,186,9550,9180,135.85
5786,1965,131,280,268,23.01
5787,1966,175,340,336,417.99
5788,1966,82,6350,6342,13.19
5789,1967,99,1625,1575,87.83
5790,1967,92,468,448,15.46
5791,1967,9,3400,3265,29.28
5792,1967,123,3450,3366,15.37
5793,1967,147,3130,3118,16.96
5794,1968,149,1580,1514,375.72
5795,1968,34,560,533,70.6
5796,1968,189,1090,1036,66.02
5797,1968,20,835,800,342.23
5798,1968,1,51,48,12.43
5799,1969,96,14300,13895,8.93
5800,1969,139,1080,1028,55.83
5801,1969,19,1625,1585,218.68
5802,1969,88,9325,9137,27.72
5803,1969,110,24700,24154,185.68
5804,1970,127,2800,2661,14.95
5805,1970,99,2300,2279,81.94
5806,1970,20,730,707,303.13
5807,1970,124,11425,10906,35.6
5808,1971,80,4950,4932,260.72
5809,1971,151,1910,1837,462.07
5810,1972,69,10900,10380,52.52
5811,1973,6,1325,1310,26.07
5812,1973,81,4420,4388,74.7
5813,1973,49,378,361,31.14
5814,1973,178,211,203,155.92
5815,1974,121,4760,4682,26.43
5816,1974,81,1000,951,73.37
5817,1974,138,1510,1489,478.15
5818,1974,30,580,564,14.99
5819,1974,11,21700,21053,17.56
5820,1975,193,2390,2368,14.01
5821,1975,135,9600,9572,24.28
5822,1976,13,477,454,77.02
5823,1976,151,300,298,462.07
5824,1976,181,365,354,94.69
5825,1976,63,9800,9501,13.25
5826,1977,118,435,413,22.05
5827,1977,168,19050,18471,252.14
5828,1977,152,239,230,27.02
5829,1978,96,20500,20336,8.89
5830,1979,197,500,495,24.06
5831,1979,162,8175,7898,6.73
5832,1980,24,4450,4365,96.11
5833,1980,43,1775,1732,8.39
5834,1980,123,1425,1379,14.67
5835,1980,101,16850,16647,56.71
5836,1981,66,3300,3168,531.48
5837,1981,124,8325,7967,35.6
5838,1981,193,3230,3185,13.99
5839,1981,141,339,332,50.2
5840,1982,58,360,350,9.49
5841,1982,9,570,556,29.28
5842,1983,93,16750,16377,40.08
5843,1983,69,9375,9171,52.52
5844,1983,178,291,284,156.72
5845,1983,13,399,392,86.46
5846,1983,35,14900,14737,480.8
5847,1984,42,1625,1573,77.54
5848,1985,195,142,137,84.06
5849,1985,198,12050,11494,9.86
5850,1985,1,282,280,12.43
5851,1985,157,610,600,56.6
5852,1985,189,1710,1635,66.02
5853,1986,193,2700,2683,14.01
5854,1987,192,24200,24155,22.88
5855,1987,49,317,310,27.99
5856,1987,80,11875,11799,263.09
5857,1988,175,204,203,417.99
5858,1988,67,3330,3305,41.03
5859,1988,162,10975,10944,6.73
5860,1988,19,8550,8280,243.22
5861,1989,8,11275,10971,99.83
5862,1989,187,5525,5389,9.24
5863,1990,149,2830,2729,375.72
5864,1990,161,96,94,18.97
5865,1990,189,1200,1169,66.02
5866,1990,92,247,242,15.27
5867,1991,77,1635,1608,27.57
5868,1992,197,1930,1842,24.06
5869,1992,28,414,405,412.12
5870,1992,158,6000,5830,10.48
5871,1992,97,140,134,37.76
5872,1992,162,8950,8924,6.73
5873,1993,39,1750,1669,10.86
5874,1993,154,3850,3813,327.18
5875,1993,185,925,912,13.59
5876,1994,173,1170,1117,13.01
5877,1994,6,1665,1610,28.63
5878,1994,54,200,193,28.62
5879,1995,109,6800,6725,28.45
5880,1996,79,610,583,12.62
5881,1997,158,23750,22562,10.48
5882,1997,36,8600,8177,19.39
5883,1997,189,4250,4048,60.32
5884,1998,81,4100,4079,74.7
5885,1998,34,1295,1248,80.71
5886,1998,150,77,74,24.99
5887,1998,142,7900,7831,9.98
5888,1999,137,140,136,26.52
5889,1999,114,8400,8236,17.9
5890,1999,18,10475,10415,63.78
5891,2000,176,79,75,16.47
5892,2000,37,3160,3105,199.68
5893,2000,18,11700,11417,65.27
5894,2001,166,9200,9069,50.54
5895,2001,11,8650,8256,17.56
5896,2002,57,249,248,14.51
5897,2002,107,3270,3257,14.69
5898,2002,187,11400,11270,9.24
5899,2002,176,53,51,15.46
5900,2003,41,480,458,32.14
5901,2003,150,240,239,23.68
5902,2003,164,1810,1735,16.58
5903,2004,172,23350,22949,52.18
5904,2004,152,211,202,29.73
5905,2004,101,4550,4492,51.72
5906,2004,190,3600,3553,21.52
5907,2005,165,77,76,16.8
5908,2005,199,595,571,83.88
5909,2006,86,86,85,98.88
5910,2007,53,19900,18919,12.89
5911,2007,92,297,285,15.46
5912,2007,147,4080,4045,16.96
5913,2007,194,19200,18323,14.5
5914,2007,196,308,301,61.87
5915,2008,44,407,392,16.76
5916,2008,147,4650,4567,17.21
5917,2008,39,2290,2240,11.0
5918,2008,193,2890,2805,13.99
5919,2008,184,334,326,98.43
5920,2009,45,5850,5731,10.96
5921,2009,125,960,957,98.6
5922,2009,58,442,422,8.93
5923,2009,191,11950,11790,17.59
5924,2010,49,292,280,27.99
5925,2010,59,1045,1035,204.18
5926,2010,144,2300,2209,31.61
5927,2010,52,11100,10947,70.71
5928,2010,80,2150,2046,263.09
5929,2011,69,3200,3096,52.52
5930,2011,35,16850,16566,480.8
5931,2011,178,256,246,156.72
5932,2012,170,1445,1437,8.21
5933,2012,35,7950,7938,480.8
5934,2013,84,905,883,14.18
5935,2013,111,11775,11328,20.45
5936,2013,45,24800,24698,10.96
5937,2014,32,800,776,34.9
5938,2014,65,945,944,71.44
5939,2014,150,272,258,23.84
5940,2014,7,13450,13078,16.91
5941,2015,192,8100,8095,23.92
5942,2015,36,4450,4425,19.39
5943,2015,158,16350,15944,10.48
5944,2015,70,330,318,24.81
5945,2015,19,3500,3380,243.22
5946,2016,178,458,455,138.53
5947,2016,103,12125,11699,24.65
5948,2017,116,2190,2117,221.24
5949,2017,165,278,275,16.44
5950,2017,176,191,188,16.47
5951,2017,37,2510,2429,199.68
5952,2017,12,9175,8870,18.32
5953,2018,102,253,242,25.47
5954,2019,173,4230,4192,13.01
5955,2019,54,354,336,28.62
5956,2019,192,11000,10946,22.88
5957,2019,49,216,206,27.99
5958,2019,100,1510,1481,97.63
5959,2020,168,19550,19540,259.48
5960,2020,122,102,101,82.73
5961,2020,187,2525,2518,10.32
5962,2021,159,448,436,22.01
5963,2022,121,3570,3567,25.29
5964,2022,103,1475,1411,24.65
5965,2022,185,2310,2228,12.92
5966,2022,126,2770,2725,199.71
5967,2023,107,1360,1335,15.47
5968,2024,190,8450,8160,21.36
5969,2024,155,9350,9209,283.57
5970,2024,53,4600,4526,13.86
5971,2024,168,2500,2486,237.77
5972,2024,141,391,374,53.45
5973,2025,88,11275,11158,29.64
5974,2025,102,339,328,26.84
5975,2025,194,4000,3802,13.29
5976,2025,185,2450,2378,13.59
5977,2026,99,5325,5088,87.83
5978,2027,181,2090,2082,103.72
5979,2027,31,12475,12067,12.84
5980,2028,106,13750,13498,25.93
5981,2028,172,18300,17695,53.58
5982,2028,102,274,264,25.47
5983,2028,188,11925,11622,96.1
5984,2028,104,441,428,15.65
5985,2029,81,2870,2811,74.7
5986,2029,178,75,74,155.92
5987,2030,121,3790,3605,25.29
5988,2030,109,4200,4129,28.45
5989,2030,41,2370,2259,31.79
5990,2030,78,270,269,5.88
5991,2030,185,985,982,12.92
5992,2031,44,205,202,18.62
5993,2031,152,56,53,27.02
5994,2031,169,1730,1653,8.92
5995,2031,57,192,185,14.51
5996,2031,179,1650,1639,10.65
5997,2032,157,3090,3029,55.17
5998,2032,116,4390,4232,221.24
5999,2032,37,860,840,199.68
6000,2032,119,3700,3628,310.42
6001,2033,153,9600,9281,25.0
6002,2034,149,1390,1387,375.72
6003,2034,20,1165,1126,342.23
6004,2034,198,10850,10439,9.86
6005,2034,157,2410,2372,56.6
6006,2034,34,1120,1072,70.6
6007,2035,29,670,638,467.38
6008,2035,53,14950,14628,13.86
6009,2035,148,17250,16398,11.11
6010,2035,190,2950,2861,21.36
6011,2036,105,8250,7861,28.86
6012,2036,169,1645,1594,8.92
6013,2036,98,1370,1334,12.24
6014,2036,168,3600,3560,252.14
6015,2037,85,1530,1473,11.09
6016,2037,33,19900,19029,9.8
6017,2038,58,341,338,9.23
6018,2038,134,207,202,9.22
6019,2039,175,60,57,448.36
6020,2039,160,301,292,441.79
6021,2039,38,10950,10866,18.7
6022,2040,151,1085,1031,462.07
6023,2040,181,660,647,94.69
6024,2041,181,1510,1450,94.69
6025,2042,195,180,172,84.06
6026,2042,154,12500,11989,355.29
6027,2042,1,104,101,12.43
6028,2042,161,180,172,18.97
6029,2043,13,388,386,86.46
6030,2044,39,2270,2181,10.86
6031,2044,144,5475,5435,31.16
6032,2045,53,17100,16279,12.89
6033,2046,170,365,353,7.31
6034,2046,150,52,51,23.84
6035,2046,120,1630,1593,86.74
6036,2046,112,2610,2546,23.81
6037,2047,56,127,126,40.05
6038,2047,115,1090,1040,15.37
6039,2048,154,8100,8016,327.18
6040,2048,194,18250,18183,13.29
6041,2048,102,194,192,26.84
6042,2048,88,5525,5513,29.64
6043,2049,71,436,433,174.49
6044,2049,141,338,330,53.45
6045,2049,1,328,318,11.12
6046,2049,148,24400,23870,11.11
6047,2050,157,1370,1342,56.6
6048,2050,198,8825,8723,9.86
6049,2051,40,1825,1754,62.61
6050,2051,190,24050,23136,21.52
6051,2052,176,54,53,16.47
6052,2052,12,3050,2967,18.32
6053,2053,181,725,691,94.69
6054,2053,151,1430,1428,462.07
6055,2053,80,1550,1526,260.72
6056,2054,63,6925,6618,13.25
6057,2054,13,460,444,77.02
6058,2055,149,4150,4098,375.72
6059,2055,20,265,254,342.23
6060,2056,126,1000,982,194.4
6061,2056,166,18050,17802,45.21
6062,2056,107,1370,1306,16.56
6063,2056,177,318,314,5.39
6064,2057,126,4200,3990,194.4
6065,2057,69,5925,5796,58.25
6066,2057,67,2720,2598,45.54
6067,2057,166,5350,5217,45.21
6068,2057,50,1580,1543,21.7
6069,2058,151,1655,1578,462.07
6070,2058,181,1755,1744,94.69
6071,2058,13,341,336,77.02
6072,2059,1,410,403,12.43
6073,2059,198,6125,5989,9.86
6074,2059,157,720,709,56.6
6075,2059,182,434,433,69.48
6076,2060,156,8075,7980,367.7
6077,2060,85,2040,1999,11.5
6078,2061,123,8250,8241,14.67
6079,2061,96,18050,17998,8.89
6080,2062,97,295,293,37.76
6081,2062,189,4610,4496,60.32
6082,2062,197,2190,2185,24.06
6083,2062,82,10450,10380,13.19
6084,2062,19,9650,9213,243.22
6085,2063,28,136,134,441.03
6086,2063,131,294,281,23.01
6087,2063,110,3850,3691,185.68
6088,2063,55,1590,1559,23.82
6089,2063,96,16200,15493,8.93
6090,2064,197,3890,3879,22.84
6091,2064,79,400,385,12.62
6092,2065,148,14950,14940,10.62
6093,2065,85,1925,1849,11.5
6094,2065,78,585,582,5.83
6095,2066,104,83,80,13.8
6096,2066,26,234,229,478.02
6097,2066,184,413,396,98.43
6098,2066,127,1375,1352,14.95
6099,2066,141,426,418,50.2
6100,2067,17,3400,3337,47.49
6101,2068,173,4150,4086,14.19
6102,2069,102,116,114,26.84
6103,2069,185,1520,1471,13.59
6104,2070,41,1200,1183,31.79
6105,2071,28,307,293,441.03
6106,2072,39,1290,1241,10.86
6107,2072,88,3750,3563,29.64
6108,2072,164,2360,2248,17.87
6109,2073,186,11850,11518,135.85
6110,2073,139,2850,2758,55.83
6111,2073,131,349,333,23.01
6112,2073,134,325,312,9.22
6113,2073,133,2215,2112,10.72
6114,2074,70,132,131,24.81
6115,2075,165,399,396,15.48
6116,2076,163,10100,9785,21.54
6117,2077,11,17400,17181,17.77
6118,2078,43,2775,2767,8.39
6119,2078,199,320,308,83.88
6120,2078,175,481,480,448.36
6121,2078,165,327,324,16.8
6122,2078,146,84,82,235.44
6123,2079,150,127,124,23.84
6124,2079,24,4600,4569,103.23
6125,2079,135,5500,5340,25.65
6126,2079,124,1425,1389,38.74
6127,2080,136,1675,1665,22.87
6128,2080,196,480,466,61.87
6129,2080,17,12550,12211,47.49
6130,2081,102,169,166,29.25
6131,2082,38,8550,8341,18.7
6132,2082,134,251,242,10.44
6133,2083,61,347,334,23.36
6134,2084,20,1925,1832,342.23
6135,2084,1,270,261,12.43
6136,2084,34,750,738,70.6
6137,2085,195,417,400,84.06
6138,2085,20,1315,1271,342.23
6139,2085,149,2040,2004,375.72
6140,2085,182,242,231,69.48
6141,2085,161,147,140,18.97
6142,2086,129,590,573,29.19
6143,2086,117,477,455,215.24
6144,2087,191,4500,4323,16.54
6145,2087,79,1300,1278,12.62
6146,2087,16,2370,2339,31.3
6147,2088,106,10700,10307,28.01
6148,2088,30,1270,1212,14.99
6149,2088,2,7825,7766,24.42
6150,2088,138,3750,3728,478.15
6151,2088,121,700,683,26.43
6152,2089,93,20050,19666,38.69
6153,2089,59,2140,2099,212.9
6154,2089,83,6450,6175,28.97
6155,2089,53,8600,8481,13.88
6156,2090,89,9200,8841,13.05
6157,2091,46,5900,5817,7.7
6158,2091,58,194,193,8.93
6159,2091,38,3625,3604,18.93
6160,2092,142,16100,15484,10.48
6161,2093,164,765,763,18.54
6162,2093,69,1675,1658,55.48
6163,2094,28,90,88,441.03
6164,2094,55,2370,2352,23.82
6165,2095,127,6425,6112,14.95
6166,2095,26,418,402,478.02
6167,2095,20,2460,2394,303.13
6168,2095,124,10550,10228,35.6
6169,2095,104,403,394,13.8
6170,2096,9,2190,2167,32.35
6171,2096,79,1275,1248,12.62
6172,2096,44,418,413,17.2
6173,2097,36,11125,11093,22.15
6174,2097,187,9375,9063,9.24
6175,2097,44,152,147,18.62
6176,2098,194,11950,11689,13.29
6177,2098,154,24400,23510,327.18
6178,2099,49,245,244,31.14
6179,2099,139,820,796,51.6
6180,2099,81,1930,1845,74.7
6181,2099,47,7000,6770,12.54
6182,2100,69,8100,7977,52.52
6183,2100,170,270,264,8.21
6184,2100,178,479,477,156.72
6185,2101,138,940,931,478.15
6186,2101,133,720,711,10.64
6187,2101,81,3550,3397,73.37
6188,2102,82,12250,11880,13.19
6189,2102,97,482,468,37.76
6190,2102,158,5350,5310,10.48
6191,2103,190,14100,14008,20.82
6192,2103,68,1910,1827,50.9
6193,2104,164,930,891,16.58
6194,2104,156,2800,2790,369.62
6195,2104,150,196,186,23.68
6196,2104,193,3910,3900,14.01
6197,2104,167,1915,1871,42.95
6198,2105,78,2275,2263,5.83
6199,2105,7,13100,12979,14.89
6200,2106,43,5200,4995,8.39
6201,2106,24,4640,4420,96.11
6202,2106,123,8500,8250,14.67
6203,2107,186,2575,2569,135.85
6204,2107,58,398,396,9.23
6205,2107,173,650,634,14.19
6206,2107,28,401,395,441.03
6207,2108,34,2350,2274,70.6
6208,2108,149,1350,1292,375.72
6209,2108,198,2775,2647,9.86
6210,2108,182,423,413,69.48
6211,2109,59,965,932,212.9
6212,2110,86,467,466,108.92
6213,2110,31,4825,4762,12.84
6214,2111,119,3080,3048,310.42
6215,2111,176,182,175,16.47
6216,2112,66,1070,1043,531.48
6217,2112,141,379,378,50.2
6218,2112,39,2475,2431,11.0
6219,2112,99,11675,11486,81.94
6220,2113,7,22850,22097,16.91
6221,2113,32,4290,4251,34.9
6222,2113,16,815,811,29.6
6223,2113,112,2860,2781,23.81
6224,2113,54,345,335,29.28
6225,2114,13,146,140,77.02
6226,2114,63,1275,1218,13.25
6227,2114,181,405,397,94.69
6228,2115,15,10200,9872,27.06
6229,2116,59,1620,1544,204.18
6230,2116,54,238,229,28.62
6231,2117,94,68,64,21.45
6232,2117,137,127,123,26.52
6233,2117,18,9975,9565,63.78
6234,2117,11,5750,5481,17.22
6235,2117,7,7250,7003,14.89
6236,2118,117,267,254,215.24
6237,2118,41,1020,980,28.84
6238,2119,55,4430,4411,23.82
6239,2119,139,4400,4267,55.83
6240,2119,43,11550,11334,8.7
6241,2119,26,94,91,479.94
6242,2119,163,6700,6669,21.82
6243,2120,186,3775,3657,135.85
6244,2120,26,227,219,479.94
6245,2121,56,447,433,40.05
6246,2121,107,4190,3986,15.47
6247,2122,104,451,434,15.65
6248,2122,188,2875,2834,96.1
6249,2123,24,4730,4704,103.23
6250,2123,176,387,380,15.31
6251,2123,32,1700,1627,34.9
6252,2123,150,127,124,23.84
6253,2123,49,444,439,31.07
6254,2124,79,1585,1553,12.88
6255,2124,102,139,132,25.47
6256,2125,103,10075,9920,24.0
6257,2125,168,22500,22310,237.77
6258,2125,1,450,435,11.12
6259,2126,147,2660,2583,17.39
6260,2126,148,15450,14947,11.11
6261,2127,54,253,241,29.28
6262,2128,197,2850,2713,21.2
6263,2129,134,453,452,9.22
6264,2129,139,4410,4300,55.83
6265,2129,26,131,129,479.94
6266,2129,66,1520,1472,496.9
6267,2130,166,15050,14391,51.18
6268,2131,23,11550,11344,14.24
6269,2131,112,4710,4705,27.2
6270,2131,103,4075,4053,24.65
6271,2131,178,335,329,138.53
6272,2132,166,24450,23830,45.21
6273,2132,64,4560,4523,15.1
6274,2133,121,3230,3207,25.29
6275,2133,112,4490,4355,27.2
6276,2133,178,152,146,138.53
6277,2133,200,21750,20948,20.28
6278,2134,133,800,799,10.64
6279,2134,15,3200,3062,27.06
6280,2135,136,290,284,22.12
6281,2135,166,21800,21372,51.18
6282,2136,155,16800,16791,283.57
6283,2136,103,12225,12066,24.0
6284,2137,44,141,139,16.76
6285,2137,184,231,224,98.43
6286,2138,163,23500,23368,21.82
6287,2138,134,222,213,9.22
6288,2138,66,3850,3666,496.9
6289,2138,110,12450,11978,185.68
6290,2139,47,4200,4169,12.54
6291,2139,49,108,105,31.14
6292,2139,97,189,183,39.35
6293,2139,34,2280,2222,80.71
6294,2140,149,530,516,375.72
6295,2141,34,2440,2386,70.6
6296,2141,1,206,203,12.43
6297,2141,161,384,375,18.97
6298,2142,138,3870,3690,478.15
6299,2142,81,4460,4322,73.37
6300,2143,164,1550,1533,16.58
6301,2143,24,3890,3773,92.28
6302,2143,156,8550,8476,369.62
6303,2143,169,1460,1434,8.61
6304,2144,166,10500,10358,51.18
6305,2144,41,2270,2210,31.79
6306,2144,121,2350,2269,25.29
6307,2144,112,3410,3251,27.2
6308,2145,149,940,913,370.65
6309,2146,37,890,870,221.02
6310,2146,26,394,381,540.82
6311,2146,197,2690,2592,22.84
6312,2147,104,345,340,13.8
6313,2147,147,3530,3527,17.21
6314,2147,99,8800,8501,81.94
6315,2147,193,3300,3216,13.99
6316,2147,141,462,443,50.2
6317,2148,63,11625,11123,13.25
6318,2148,181,895,857,94.69
6319,2148,13,131,128,77.02
6320,2148,80,2150,2109,260.72
6321,2149,26,119,117,540.82
6322,2149,79,475,454,12.62
6323,2149,42,2175,2168,77.54
6324,2149,9,3420,3290,32.35
6325,2150,194,12800,12456,13.29
6326,2150,102,340,334,26.84
6327,2150,39,1285,1223,10.86
6328,2150,164,1585,1543,17.87
